Nomenclatura,Título,Fecha de publicación,Documento,URL Documento,Cantidad de páginas,Tipo documento
RESOLUCIÓN N° 200,APLICACION DEL ARTICULO 58 DEL ACUERDO DE CARTAGENA A SOLICITUD DEL GOBIERNO DEL ECUADOR,19/08/1982,RES200.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES200.pdf,2,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 201,"SUSPENSION DE LA OBLIGACION DE INCORPORAR MOTOCOMPRESORES HERMETICOS SUBREGIONALES DE 1/3 HP PARA TENSIONES DE 110 A 120 VOLTIOS Y CAPACIDAD DE 1200 BTU/h O MAS, EN FRIGERADORES ELECTRICOS DE USO DOMESTICO",6/09/1982,RES201.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES201.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 202,APLICACION DEL ARTICULO 58 DEL ACUERDO DE CARTAGENA A SOLICITUD DEL GOBIERNO DEL ECUADOR,7/09/1982,RES202.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES202.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 204,"SUSPENSION DE LA OBLIGACION DE INCORPORAR VÁLVULAS QUE SE UTILICEN PARA EL ENCENDIDO ELECTRONICO, DE PRODUCCION SUBREGIONAL, EN LAS COCINAS NO ELECTRICAS PARA USO DOMESTICO",14/10/1982,RES204.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES204.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 203,APLICACION DEL ARTICULO 58 DEL ACUERDO DE CARTAGENA A SOLICITUD DEL GOBIERNO DE BOLIVIA,14/10/1982,RES203.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES203.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 205,APLICACION DEL ARTICULO 58 DEL ACUERDO DE CARTAGENA A SOLICITUD DEL GOBIERNO DEL ECUADOR,22/10/1982,RES205.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES205.pdf,2,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 206,"SUSPENSION DE LA OBLIGACION DE INCORPORAR MOTOCOMPRESORES HERMETICOS PARA TENSION DE 220 VOLTIOS, DE CUALQUIER POTENCIA EN REFRIGERADORES ELECTRICOS DE USO DOMESTICO",11/11/1982,RES206.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES206.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
DECISIÓN N° 174,ACEPTACIÓN DE RENUNCIA Y DESIGNACIÓN DE MIEMBRO DE LA JUNTA,17/11/1982,DEC174.doc,https://www.comunidadandina.org/DocOficialesFiles/decisiones/DEC174.doc,1,Decisiones
RESOLUCIÓN N° 207,AMPLIACION DEL PLAZO DE INICIO DE PRODUCCION DEL PRODUCTO BIOXIDO DE MANGANESO DE LA DECISION 137,30/11/1982,RES207.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES207.pdf,3,Resoluciones de la Junta del Acuerdo de Cartagena
RESOLUCIÓN N° 208,VERIFICACION DE PRODUCCIONES DE PRODUCTOS COMPRENDIDOS EN EL PROGRAMA SECTORIAL DE DESARROLLO DE LA INDUSTRIA PETROQUIMICA,16/12/1982,RES208.pdf,https://www.comunidadandina.org/DocOficialesFiles/ResolucionesJunta/RES208.pdf,2,Resoluciones de la Junta del Acuerdo de Cartagena
